"","Age","Gender","Country","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence"
"161",36,"M","United Kingdom","No","No","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","Yes"
"162",25,"F","United States","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Yes","Some of them","Some of them","No","No","Don't know","No"
"163",31,"M","United States","No","No","No","Never","More than 1000","No","Yes","Yes","No","No","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No"
"164",26,"M","United States","No","Yes","No","Rarely","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"165",33,"F","United States","Yes","Yes","Yes","Sometimes","1-5","No","Yes","No","Yes","Yes","Yes","Yes","Very difficult","No","No","Some of them","Yes","No","Yes","Yes","No"
"166",27,"F","United Kingdom","Yes","Yes","No",NA,"1-5","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No"
"167",34,"M","United States","No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No"
"168",42,"M","United States","No","No","No",NA,"6-25","No","Yes","No","Yes","No","No","Don't know","Very difficult","Maybe","No","Yes","Yes","No","Maybe","No","No"
"169",23,"M","Ireland","Yes","Yes","No","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Very difficult","Yes","No","No","No","No","Maybe","No","No"
"170",24,"M","United Kingdom","No","No","No","Rarely","100-500","No","Yes","Don't know","Not sure","Yes","Don't know","Don't know","Very easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","No"
"171",26,"M","United Kingdom","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","No","No","Don't know","No"
"172",31,"M","United Kingdom","Yes","No","Yes","Often","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No"
"173",22,"M","India","No","No","Yes","Never","More than 1000","No","Yes","Don't know","Not sure","No","No","Don't know","Very difficult","Yes","Maybe","No","No","Maybe","Maybe","No","No"
"174",23,"F","United States","No","No","No",NA,"6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","No"
"175",34,"F","Canada","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","No","No"
"176",31,"M","United States","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No"
"177",28,"M","United Kingdom","No","No","No",NA,"100-500","No","No","No","Not sure","No","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No"
"178",32,"F","United States","No","No","Yes","Often","6-25","Yes","Yes","Yes","Not sure","Don't know","Don't know","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","Yes"
"179",45,"F","United States","No","No","Yes","Sometimes","1-5","No","Yes","Yes","No","No","No","Yes","Somewhat difficult","No","No","Yes","Yes","No","No","Yes","No"
"180",33,"M","United States","No","No","No",NA,"6-25","Yes","Yes","Don't know","No","No","No","Don't know","Very easy","No","No","Yes","Yes","No","Maybe","Don't know","No"
"181",29,"M","Mexico","No","No","No","Never","6-25","Yes","Yes","No","No","No","No","No","Don't know","Maybe","Maybe","No","Yes","Maybe","Yes","No","No"
"182",26,"F","India","Yes","No","No","Sometimes","6-25","No","No","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"183",28,"F","United Kingdom","No","No","No","Never","26-100","No","Yes","Don't know","No","No","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
"184",45,"M","United States","No","No","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Yes","Some of them","Some of them","No","No","Don't know","No"
"185",43,"M","United States","No","Yes","Yes","Often","More than 1000","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Very difficult","Yes","Maybe","No","No","No","No","No","No"
"186",37,"M","United States","No","No","No",NA,"500-1000","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","Some of them","No","Maybe","Yes","No","No"
"187",24,"M","United Kingdom","No","No","No","Sometimes","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","Maybe","Yes","Yes","No"
"188",26,"M","France","No","No","No",NA,"6-25","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","No","No","Some of them","No","No","Maybe","Yes","No"
"189",23,"M","United Kingdom","No","Yes","No",NA,"1-5","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Yes","Don't know","No"
"190",35,"F","United States","No","Yes","Yes","Never","More than 1000","No","Yes","Yes","Not sure","Don't know","No","Yes","Somewhat easy","Maybe","No","No","No","No","No","Don't know","No"
"191",38,"F","South Africa","Yes","Yes","Yes","Often","1-5","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","Yes"
"192",28,"M","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","No","No","Maybe","No","No"
"193",28,"M","Russia","No","No","No","Sometimes","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No"
"194",35,"M","United States","No","No","Yes","Rarely","6-25","No","Yes","No","No","No","No","Yes","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"195",32,"F","Germany","No","No","No","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Very difficult","Yes","Yes","Some of them","No","No","No","No","Yes"
"196",31,"M","Italy","Yes","Yes","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","No"
"197",35,"F","United States","No","No","No","Never","500-1000","Yes","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Don't know","No"
"198",26,"M","United States","No","No","No","Rarely","More than 1000","No","Yes","Yes","No","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","No","No"
"199",27,"M","United States","No","Yes","No",NA,"6-25","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Yes","No"
"200",28,"M","United Kingdom","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","Maybe","Don't know","No"
"201",27,"F","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","No","No","No","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Yes","No"
"202",34,"F","United States","No","No","Yes","Sometimes","500-1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No"
"203",41,"M","United States","No","No","Yes","Often","6-25","Yes","Yes","No","Not sure","No","No","Don't know","Very difficult","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"204",37,"M","Ireland","No","No","No","Sometimes","1-5","No","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","No","No","No","No","Yes","Don't know","No"
"205",34,"M","Austria","No","Yes","No",NA,"100-500","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","No","No","Yes","No"
"206",32,"M","United Kingdom","No","Yes","Yes","Sometimes","100-500","Yes","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Yes","Maybe","No","No","No","No","No","Yes"
"207",21,"M","Canada","No","No","Yes","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Don't know","Somewhat difficult","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No"
"208",30,"M","United States","No","No","Yes","Often","26-100","No","Yes","No","Yes","No","No","Yes","Somewhat easy","Maybe","No","Yes","Yes","No","Maybe","Don't know","No"
"209",24,"M","United States","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"210",26,"M","Bulgaria","No","No","No",NA,"100-500","No","Yes","No","No","No","No","No","Very easy","Yes","Maybe","No","No","No","Maybe","Don't know","No"
"211",40,"F","United States","No","No","No",NA,"26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No"
"212",37,"M","United Kingdom","No","Yes","No","Sometimes","26-100","No","No","No","No","No","No","Don't know","Don't know","Yes","Maybe","Some of them","Yes","No","Maybe","Don't know","No"
"213",26,"M","United Kingdom","Yes","No","Yes","Often","1-5","Yes","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No"
"214",32,"F","United States","No","Yes","Yes","Sometimes","6-25","No","Yes","Don't know","No","No","No","No","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","No","Yes"
"215",32,"F","United States","No","No","Yes","Sometimes","100-500","No","No","Yes","Yes","Don't know","Don't know","Yes","Very easy","No","No","Yes","Yes","No","Yes","Yes","No"
"216",27,"F","United States","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","No","Don't know","Don't know","Don't know","Very difficult","No","No","Some of them","No","No","No","Don't know","No"
"217",30,"M","Germany","Yes","No","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","No","Yes","Very difficult","No","No","Some of them","Yes","Maybe","Yes","Yes","No"
"218",31,"M","Canada","Yes","No","No",NA,"6-25","No","Yes","Yes","Yes","No","Don't know","Yes","Very easy","No","No","Some of them","Some of them","No","No","Yes","No"
"219",29,"F","United States","No","No","Yes","Never","500-1000","No","No","Yes","No","No","Don't know","Don't know","Somewhat difficult","Maybe","No","Some of them","No","No","No","Don't know","No"
"220",41,"M","United States","No","No","No",NA,"26-100","No","Yes","Yes","Not sure","No","No","Don't know","Very easy","Yes","No","No","Some of them","No","No","Don't know","No"
"221",34,"F","United States","No","No","No",NA,"6-25","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"222",33,"M","United Kingdom","No","No","No",NA,"26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Yes","Yes","Don't know","No"
"223",28,"M","United States","No","No","No","Rarely","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No"
"224",28,"M","United States","No","No","Yes","Sometimes","More than 1000","No","Yes","No","Yes","No","No","Yes","Very difficult","Yes","No","No","Some of them","No","No","No","No"
"225",23,"M","United States","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","No","Yes","No","Yes","Yes","No"
"226",24,"M","United States","No","No","No",NA,"1-5","No","Yes","Don't know","No","Don't know","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No"
"227",32,"M","United States","No","No","No","Rarely","1-5","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","No","No","Some of them","Yes","No","Maybe","Yes","No"
"228",34,"M","Australia","Yes","No","No","Sometimes","1-5","Yes","Yes","Don't know","Not sure","Yes","Yes","Don't know","Somewhat difficult","Yes","Yes","No","No","No","Maybe","Yes","No"
"229",24,"M","United States","No","No","No","Never","6-25","No","Yes","Yes","Not sure","No","Don't know","Don't know","Very easy","Maybe","No","Some of them","No","Maybe","Maybe","Yes","No"
"230",26,"M","United Kingdom","Yes","No","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Yes","No"
"231",36,"M","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","No","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes"
"232",41,"M","United States","No","No","Yes","Rarely","500-1000","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","No","Maybe","Maybe","No","No"
"233",38,"M","United Kingdom","No","No","Yes","Sometimes","More than 1000","No","No","Don't know","Not sure","Don't know","Don't know","Don't know","Very difficult","Yes","No","No","No","No","Maybe","No","No"
"234",38,"M","United States","No","No","No","Sometimes","26-100","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","No","No"
"235",30,"M","Netherlands","No","No","No",NA,"26-100","No","Yes","Don't know","No","Don't know","Don't know","Yes","Somewhat easy","No","No","Some of them","Some of them","No","No","Yes","No"
"236",25,"M","United Kingdom","No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Yes","Maybe","No","No","No","Maybe","No","No"
"237",37,"M","Canada","No","Yes","Yes","Often","26-100","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Yes","Don't know","No"
"238",34,"M","United Kingdom","No","Yes","No",NA,"6-25","No","Yes","No","No","No","No","Yes","Somewhat difficult","No","No","Some of them","Yes","No","Yes","No","Yes"
"239",37,"F","United States","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No"
"240",28,"F","Canada","No","Yes","Yes","Sometimes","6-25","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","No","No","Yes"
"241",22,"M","Sweden","No","No","No",NA,"6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","No","No"
"242",34,"M","United States","No","Yes","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","Maybe","No","Yes"
"243",33,"M","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No"
"244",25,"M","South Africa","No","No","No",NA,"6-25","No","Yes","No","No","No","No","Yes","Somewhat difficult","Maybe","No","Some of them","Yes","No","Yes","No","No"
